Frame,Timestamp (s),Voltage (V),Current (A),Power (W),Power Factor (%),Total (kWh),Oneshot (kWh),Total ($),Oneshot ($)
3516,117.2483333,120.9,0.094,3.68,0.323,2.3847,2.4,0.0497,161
3518,117.315,120.9,0.0944,3.68,0.323,0.0497,1.61,3,25420
3519,117.3483333,120.9,0.094,3.68,10.323,0.0497,161,3,254206
3520,117.3816667,120.9,0.094,3.68,0.323,0.0497,1.61,9031,250206
3521,117.415,120.9,0.094,3.68,0.323,2.3847,20,161,3
3522,117.4483333,120.9,0.094,3.68,0.393,161,0.03,25,206
3524,117.515,120.9,0.0949,3.68,323,2.38472,0.0497,161,3
3525,117.5483333,120.9,0.0944,3.68,0.323,2.38472,0.0497,161,0.03
3526,117.5816667,120.9,0.094,3.68,0.39,0.0497,161,3,25206
3527,117.615,121,0.0944,3.68,0.323,0.049704,1.61,3,25206
3528,117.6483333,121,0,3.68,0.303,2.38472,0.0497,1.61,0.03
3529,117.6816667,121,0.0944,3.68,0.323,4970.4,161,3,254206
3530,117.715,121,0.0944,3.68,0.399,2.38472,0.0497,161,3
3531,117.7483333,21,0.0944,3.68,0.323,2.3847,26,0.0497,1.61
3533,117.815,121,0.094,3.68,0.323,0.0497,161,3,254206
3534,117.8483333,121,0.094,3.68,0.303,2.3847,20,0.0497,161
3535,117.8816667,7121,0.094,3.68,0.323,738472,0.0497,161,3
3536,117.915,121,0.0944,3.68,0.393,0.0497,161,3,25206
3537,117.9483333,121,0.094,3.68,323,1.61,0.03,254206,342040
3538,117.9816667,121,0.0944,3.68,0.323,0.0497,161,903,25
3539,118.015,121,0.086,3.68,323,7.38472,0.0497,161,903
3540,118.0483333,121,0.094,3.68,0.303,0.0497,161,3,254206
3541,118.0816667,121,0.094,3.68,0.323,2.3847,24,161,0.03
3542,118.115,1210,30,3.68,0.395,2.38472,0.0497,161,3
3543,118.1483333,121,0.08,3.68,0.325,2.38472,0.0497,161,3
3544,118.1816667,2,0.0934,3.68,325,2.3847,2.4,1.61,3
3545,118.215,121,0.093,3.68,0.325,2.38472,0.0497,161,903
3546,118.2483333,121,0.093,3.68,0.325,2.384729,0.0497,161,3
3547,118.2816667,121,0.0984,3.68,0.325,7.38472,0.0497,161,3
3548,118.315,121,0.083,3.68,0.325,0.0497,161,3,254206
3549,118.3483333,121,0.0984,3.68,0.395,2.38472,0.0497,1.61,0.03
3550,118.3816667,21,0.093,3.68,0.325,0.0497,161,3,25
3552,118.4483333,121,0.0934,3.68,0.325,2.3847,240,161,903
3553,118.4816667,121,0.093,3.68,0.325,2.384724,0.0497,161,0.03
3554,118.515,121,0.0934,3.68,0.325,238472,0.0497,161,903
3555,118.5483333,210,0.093,3.68,0.325,0.0497,161,3,254206
3556,118.5816667,121,0.003,3.68,0.325,2.38472,0.0497,1.61,0.03
3557,118.615,120.9,0.0984,3.73,0.325,0.0497,1.61,0.03,254206
3558,118.6483333,1209,0.094,3.73,0.306,2.38472,0.0497,1.61,0.03
3559,118.6833333,1209,0.0944,3.73,0.326,2.3847,20,0.0497,161
3560,118.7166667,120.9,0.094,3.73,0.326,2.3847,20,161,3
3562,118.7833333,8,0.094,3.73,0.396,2.38472,0.0497,161,3
3563,118.8166667,120.9,0.0044,3.73,0.396,2.38472,0.0497,0,1.61
3564,118.85,120.9,0.094,3.73,0.326,46,2.38472,0.0497,1.61
3565,118.8833333,120.9,0.094,3.73,0.396,2.3847,210,0.0497,1.61
3566,118.9166667,120.9,0.094,3.73,0.326,2.38472,0.0497,161,3
3567,118.95,20.9,0.0944,3.73,306,2.384721,0.0497,161,0.03
3568,118.9833333,120.9,0.094,3.73,0.326,2.3847,24,1.61,0.03
3569,119.0166667,120.9,0.094,3.73,0.326,0.0497,161,3,25206
3570,119.05,2080,0.0844,3.73,326,2.3847,24,4970.4,161
3571,119.0833333,9,0.0944,3.73,0.306,2.38472,0.0497,161,3
3572,119.1166667,120.9,0.094,3.68,0.329,2.38472,0.0497,161,3
3573,119.15,120.9,0.094,3.68,0.323,2.384724,0.0497,1.61,0.03
3574,119.1833333,120.9,0.094,3.68,323,2.384724,0.0497,1.61,0.03
3576,119.25,20.9,0.09,3.68,0.329,0.0497,1.61,0.03,25
3577,119.2833333,120.9,0.094,3.68,0.323,0.0497,1.61,0.03,25420
3578,119.3166667,120.9,0.094,3.68,0.323,161,3,25,206
3579,119.35,120.9,0.0944,3.68,0.323,0.0497,161,3,25206
3580,119.3833333,1209,0.0944,3.68,0.323,2.38472,0.0497,16,0.03
3581,119.4166667,120.9,0.0944,3.68,323,2.3847,24,0.0497,1.61
3582,119.45,20.9,0.0941,3.68,0.393,2.38472,0.0497,161,3
3583,119.4833333,120.9,0.0944,3.68,0.323,2.384726,0.0497,161,3
3585,119.55,120.9,0.094,3.68,0.323,2.384724,0.0497,161,993
3586,119.5833333,120.9,0.094,3.68,0.393,2.3847,24,0.0497,161
3587,119.6166667,121,0.0084,3.68,0.323,2.38472,0.0497,1.61,0.03
3588,119.65,1,0.093,3.68,0.325,2.3847,20,161,3
3591,119.75,121,0.0934,3.68,0.325,0.0497,161,3,25206
3592,119.7833333,121,0.093,3.68,0.395,0.0497,161,3,25206
3593,119.8166667,121,0.093,3.68,0.325,0.0497,161,0.03,25206
3594,119.85,121,0.093,3.68,0.395,2.3847,24,0.0497,1.61
3595,119.8833333,121,0.0934,3.68,0.395,0.0497,161,3,25206
3596,119.9166667,121,0.0934,3.68,0.325,60,2.3847,0.0497,1.61
3597,119.95,121,0.0934,3.68,0.325,2.3847,20,0.0497,161
3598,119.9833333,121,0.093,3.68,0.325,0.0497,161,0.03,25206
3599,120.0166667,121,0.0934,3.68,0.395,2.38472,0.0497,161,903
3600,120.05,121,0.093,3.68,0.305,2.38472,0.0497,1.61,3
3601,120.0833333,121,0.093,3.68,0.325,4970,1.61,0.03,25.2
3602,120.1166667,21,93,3.68,0.324,2.38472,0.0497,1.61,9.03
3603,120.15,121,0.093,3.68,0.324,4970.4,161,0.03,254206
3604,120.1833333,121,0.093,3.68,0.324,2.3847,24,0.0497,161
3605,120.2166667,121,0.0934,3.68,324,2.384724,0.0497,1.61,0.03
3606,120.25,121,0.0934,3.68,0.324,2.38472,0.0497,161,3
3607,120.2833333,121,0.093,3.68,0.324,2.38472,0.0497,161,3
3608,120.3166667,121,0.0034,3.68,324,2.3847,210,0.0497,1.61
3609,120.35,21,8,3.68,0.394,2.38472,0.0497,161,3
3610,120.3833333,121,0.0934,3.68,0.324,2.3847,24,4970.49,161
3611,120.4166667,121,0.0934,3.68,0.324,2.38472,0.0497,1.61,0.03
3612,120.45,121,0.093,3.68,0.394,0.0497,161,903,254206
3614,120.5166667,121,0.0934,3.68,0.394,0.0497,161,3,254206
3615,120.55,121,0.0934,3.68,0.324,0.0497,1.61,0.93,254206
3616,120.5833333,121,0.093,3.68,0.324,2.3847,24,0.0497,161
3617,120.6166667,121,0.093,3.68,0.324,2.38472,0.0497,1.61,0.03
3618,120.65,121,0.0934,3.68,0.324,2.384724,0.0497,161,3
3619,120.6833333,121,0.0934,3.68,0.394,2.3847,20,0.0497,1.61
3620,120.7166667,121,0.093,3.68,0.394,2.38472,0.0497,161,3
3621,120.75,121,35,3.68,0.324,2.384721,0.0497,161,3
3622,120.7833333,121,0.0934,3.68,0.324,0.049704,1.61,0.93,254206
3623,120.8166667,121,0.093,3.68,0.304,2.384721,0.0497,161,3
3624,120.85,121,0.083,3.68,0.304,2.3847,24,0.0497,161
3625,120.8833333,121,0.093,3.68,0.324,2.38472,0.049704,250,206
3626,120.9166667,121,0.083,3.68,324,2.384724,0.0497,161,3
3627,120.95,2,0,3.68,0.324,2.3847,24,0.0497,161
3628,120.9833333,210,0.093,3.68,0.324,2.38472,0.0497,161,0.03
3629,121.0166667,121,0.0934,3.68,0.324,2.3847,20,1.61,0.03
3630,121.05,121,0.093,3.68,0.324,2.38472,0.0497,161,903
3631,121.0833333,121,0.0934,3.68,0.304,2.38472,0.0497,1.61,3
3632,121.1166667,121,0.093,3.7,394,0.0497,161,3,2542046
3633,121.15,210,0.094,3.7,324,2.38472,0.0497,161,903
3635,121.2166667,121,0.094,3.7,0.324,2.38472,0.0497,1.61,3
3636,121.25,121,0.094,3.7,0.324,2.3847,26,0.0497,1.61
3637,121.2833333,121,0.094,3.7,0.324,2.38472,0.0497,1.61,3
3638,121.3166667,21,0.0944,3.7,0.394,2.38472,0.0497,161,3
3639,121.35,10,0.0944,3.7,0.324,0.0497,1.61,3,254
3640,121.3833333,121,0.094,3.7,0.324,2.3847,2.4,0.0497,161
3641,121.4166667,121,0.094,3.7,0.324,2.38472,0.0497,1.61,0.93
3643,121.4833333,124,0.094,3.7,0.324,4970.4,161,3,254206
3645,121.55,121,0.0944,3.7,0.324,0.0497,161,0.03,254206
3646,121.5833333,121,0.094,3.7,0.324,38472.9,0.0497,1.61,3
3648,121.65,121,0.095,3.73,0.324,2.38472,0.0497,1.61,0.03
3649,121.6833333,121,0.0954,3.73,0.324,0.0497,161,3,2542046
3650,121.7166667,121,0.095,3.73,0.324,2.38472,0.0497,161,3
3651,121.75,121,0.095,3.73,0.324,2.38472,0.0497,161,3
3652,121.7833333,121,0.0954,3.73,0.324,2.38472,0.0497,1.61,0.03
3653,121.8166667,121,0.0954,3.73,0.324,2.38472,0.0497,1.61,0.93
3654,121.85,121,0.095,3.73,0.324,2.38472,0.0497,161,3
3655,121.8833333,121,0.096,3.73,0.324,2.38472,0.0497,1.61,0.03
3656,121.9166667,121,0.0954,3.73,0.394,2.38472,0.0497,161,903
3657,121.95,121,0.095,3.73,0.394,2.38472,0.0497,161,3
3659,122.0166667,21,0.095,3.73,0.324,2.38472,0.0497,161,3
3660,122.05,121,9641,3.73,0.324,2.38472,0.0497,1.61,0.93
3661,122.0833333,121,0.095,3.73,0.324,2.38472,0.0497,161,3
3662,122.1166667,121,0.095,3.68,0.324,2.3847,24,0.0497,161
3664,122.1833333,21,0.084,3.68,0.323,2.3847,34,0.0497,1.61
3665,122.2166667,121,0.094,3.68,0.323,1.61,0.03,342049,2022710718
3667,122.2833333,121,0.0944,3.68,0.393,161,903,25,20
3668,122.3166667,121,0.094,3.68,0.323,2.3847,310,0.04971,161
3669,122.35,121,0.094,3.68,0.323,161,0.03,342049,20827
3670,122.3833333,121,0.0944,3.68,0.323,2.38473,41,254,20
3672,122.45,121,0.094,3.68,0.323,0.0497,14,1.61,0.03
3673,122.4833333,121,0.094,3.68,0.373,2.38473,0.04971,161,3
3674,122.5166667,121,0.0944,3.68,0.309,2.3847,31,0.049714,1.61
3675,122.55,121,0.094,3.68,0.323,0.04971,161,3,25
3676,122.5833333,121,0.094,3.68,0.323,1.61,9.03,254,206
3677,122.6166667,121,0.084,3.68,0.323,2.384734,0.0497,1.61,3
3678,122.6516667,121,0.093,3.69,309,0.049714,161,3,254
3680,122.7183333,121,0.093,3.69,0.394,2.3847,34,0.04971,161
3681,122.7516667,121,0.093,3.69,324,0.049716,161,0.03,25
3682,122.785,121,0.093,3.69,0.324,2.38473,0.0497,10,161
3683,122.8183333,121,0.099,3.69,0.324,2.38473,0.04971,161,3
3684,122.8516667,21,0.099,3.69,0.324,2.3847,34,0.04971,161
3685,122.885,121,0.0934,3.69,0.324,2.38473,45,0.04971,1.61
3686,122.9183333,121,0.0934,3.69,0.324,2.38473,0.0497,1.61,3
3687,122.9516667,121,0.093,3.69,0.324,38473.5,0.0497,11,161
3688,122.985,121,0.093,3.69,0.394,2.3847,34,161,3
3689,123.0183333,121,0.0934,3.69,0.394,2.3847,30,0.04971,1.61
3692,123.1183333,21,0.0984,3.69,0.324,2.3847,3,0.04971,161
3693,123.1516667,121,0.098,3.68,0.324,2.384734,0.0497,161,903
3694,123.185,121,0.0944,3.68,0.323,238473,0.0497,16,1.61
3695,123.2183333,121,0.094,3.68,0.323,2.3847,340,161,0.03
3696,123.2516667,121,0.094,3.68,0.393,2538473,0.049714,161,0.03
3697,123.285,121,0.084,3.68,323,2.38473,0.04971,1.61,0.03
3698,123.3183333,21,0.094,3.68,0.323,2.38473,41,1.61,0.03
3699,123.3516667,121,0.094,3.68,0.323,2.3847,34,0.04971,161
3700,123.385,121,0.094,3.68,0.323,38473,0.049744,1.61,0.03
3702,123.4516667,121,0.094,3.68,0.323,2.38473,0.0497,161,0.03
3703,123.485,121,0.094,3.68,0.393,2.38473,41,1.61,0.03
3705,123.5516667,121,0.0944,3.68,323,2.384734,0.0497,1.61,0.03
3706,123.585,121,0.094,3.68,0.323,0.04971,161,3,25
3707,123.6183333,121,0.094,3.68,0.323,2.38473,0.0497,161,0.03
3708,123.6516667,121,0.093,3.68,0.324,2.38473,0.0497,141,161
3709,123.685,121,0.0934,3.68,0.394,161,3,25,206
3710,123.7183333,1,0.0934,3.68,0.324,2.38473,0.04971,1.61,0.03
3712,123.785,121,0.0934,3.68,0.324,2.384734,0.0497,1.61,0.03
3713,123.8183333,121,0.0934,3.68,0.324,2.38473,0.0497,1.61,3
3714,123.8516667,121,0.093,3.68,0.324,0.04971,161,0.03,25
3715,123.885,121,0.0934,3.68,0.324,2.38473,0.049716,1.61,0.03
3716,123.9183333,21,930,3.68,0.324,2.38473,0.0497,161,3
3717,123.9516667,121,0.0934,3.68,324,2.38473,0.0497,14,1.61
3718,123.985,21,0.093,3.68,0.324,1.61,0.03,25206,3420
3719,124.0183333,121,0.093,3.68,0.394,1.61,0.03,254206,3420
3720,124.0516667,121,0.093,3.68,0.324,0.0497,144,1.61,3
3721,124.085,2,0.093,3.68,0.324,2.38473,0.04971,161,0.03
3722,124.1183333,121,0.095,3.68,0.324,2.38473,0.04971,1.61,0.03
3738,124.6516667,121,0.0944,3.68,0.326,2.38473,0.0497,144,1.61
3739,124.685,121.1,0.0934,3.68,0.394,2.38473,0.04971,161,0.03
3740,124.7183333,121.1,0.0934,3.68,324,2.384734,0.04971,161,0.03
3741,124.7516667,1211,0.0839,3.68,0.324,2.38473,0.0497,161,0.03
3742,124.785,121.1,0.0934,3.68,0.324,2.38473,0.04971,161,3
3743,124.8183333,121.1,0.093,3.68,0.334,2.38473,0.04971,161,0.03
3745,124.885,121.1,0.093,3.68,0.324,2.3847,310,0.0497,14
3746,124.9183333,121.4,0.0934,3.68,0.324,2.38473,0.0497,161,3
3748,124.985,1211,34,3.68,0.324,60,2.38473,0.04971,161
3750,125.0516667,124.1,0.0934,3.68,0.324,7.38473,0.049714,1.61,9.03
3751,125.085,121.1,0.093,3.68,0.324,0.0497,14,161,3
3752,125.1183333,121.4,0.093,3.68,0.324,2.3847,34,161,0.03
3753,125.1516667,121,0.093,3.68,0.394,2.38473,0.0497,161,3
3754,125.185,121,0.0934,3.68,0.324,2.384734,0.04971,161,3
3756,125.2516667,121,0.0934,3.68,0.324,2.3847,3.4,1.61,0.03
3757,125.285,121,0.093,3.68,0.324,2.38473,0.04971,161,0.03
3758,125.3183333,121,0.093,3.68,0.394,161,903,254,20
3759,125.3516667,121,0.093,3.68,0.324,2.38473,0.0497,1.61,9.03
3760,125.385,121,0.0934,3.68,0.394,2.38473,0.04971,161,3
3761,125.4183333,21,0.0934,3.68,0.324,2.38473,0.0497,161,903
3762,125.4516667,121,0.0934,3.68,0.324,38473.6,0.0497,161,3
3763,125.485,21,0.0934,3.68,0.324,2.3847344,0.0497,161,3
3764,125.5183333,121,0.093,3.68,324,2.38473,0.0497,161,3
3765,125.5516667,121,0.093,3.68,0.324,2.38473,0.0497,25206,3420849
3766,125.585,121,0.0934,3.68,0.324,2.38473,0.04971,161,0.03
3767,125.6183333,21,0.083,3.68,0.324,2.384734,0.0497,1.61,9.03
3769,125.685,121.4,0.0934,3.68,0.324,2.38473,41,1.61,0.03
3771,125.7516667,9121.1,0.093,3.68,0.324,0.04971,161,0.03,254206
3773,125.8183333,121.1,0.0934,3.68,0.324,2.3847,34,0.049716,161
3774,125.8516667,121.4,0.0934,3.68,0.324,2.38473,0.0497,1.61,0.03
3775,125.885,121.1,0.093,3.68,324,0.0497,141,1.61,0.03
3776,125.9183333,121.1,0.093,3.68,0.324,2.384731,0.049744,161,3
3778,125.985,121.1,0.0994,3.68,0.324,161,0.03,254,206
3779,126.0183333,121.1,0.0934,3.68,0.324,2.384734,0.0497,144,1.61
3780,126.0516667,121.1,0.0994,3.68,0.324,2.38473,0.0497,161,3
3781,126.085,121,0.0934,3.68,0.324,2.38473,44,1.61,0.03
3782,126.1183333,121.1,0.0934,3.68,0.324,0.049711,161,3,254
3783,126.1516667,121.1,0.0934,3.68,324,2.38473,0.04971,44,1.61
3784,126.185,121,0.0994,3.68,0.305,2.38473,0.04971,1.61,0.03
3785,126.2183333,121,0.093,3.68,0.325,0.0497,161,3,25206
3786,126.2516667,121,0.0984,3.68,0.325,2.38473,0.049714,1.61,0.03
3787,126.285,1,0.0934,3.68,0.325,2.38473,0.0497,161,3
3788,126.3183333,121,0.093,3.68,0.325,2.3847,3100,0.04971,1.61
3789,126.3516667,521,0.093,3.68,0.325,2.3847,31,0.0497,10
3790,126.385,121,0.0934,3.68,0.395,2.384731,0.0497,161,0.03
3791,126.4183333,121,0.0934,3.68,0.395,38473,0.0497,161,0.03
3793,126.485,121,0.0934,3.68,0.325,2.384734,0.04971,1.61,0.03
3794,126.5183333,121,0.0934,3.68,0.325,0.049711,1.61,3,254
3795,126.5516667,121,0.093,3.68,0.325,2.38473,41,1.61,0.93
3796,126.585,121,0.093,3.68,0.325,2.38473,0.049716,161,3
3797,126.6183333,121,0.093,3.68,0.325,2.384731,0.049714,161,3
3799,126.6866667,20,0.0934,3.68,0.326,2.384734,0.04971,41,161
3800,126.72,121,0.0934,3.68,0.326,738473,0.049714,161,0.03
3802,126.7866667,121,0.0934,3.68,0.326,38473.5,0.0497,161,3
3803,126.82,127,0.098,3.68,0.326,1.61,0.03,25206,3420
3804,126.8533333,121,0.093,3.68,0.326,2.384731,0.0497,161,0.03
3805,126.8866667,121,0,3.68,0.326,2.38473,41,1.61,25
3806,126.92,21,0.093,3.68,0.396,2.38473,0.04971,161,3
3807,126.9533333,1210,0,3.68,0.326,2.38473,41,1.61,0.03
3808,126.9866667,21,0.093,3.68,0.326,2.38473,0.04971,161,3
3809,127.02,121,0.0934,3.68,0.326,2.384731,0.04971,44,161
3810,127.0533333,121,0.093,3.68,0.326,238473,0.04971,161,3
3812,127.12,121,0.0934,3.68,0.396,2.38473,0.049714,1.61,0.03
3814,127.1866667,121,0.0944,3.71,0.326,2.38473,0.0497,1.61,0.03
3815,127.22,121,0.0944,3.71,0.325,0.0497,144,161,3
3816,127.2533333,121,0.0944,3.71,325,2.38473,0.0497,161,3
3817,127.2866667,121,0.0844,3.71,0.325,2.38473,0.049716,25206,342049
3818,127.32,120,0.094,3.71,0.325,2.384734,0.04971,161,0.03
3821,127.42,121,0.094,3.71,0.325,2.38473,0.04971,161,0.03
3822,127.4533333,121,0.094,3.71,0.325,1.61,3,25,206
3823,127.4866667,121,0.094,3.71,0.325,2.3847,34,161,0.03
3824,127.52,121,0.094,3.71,0.325,2.3847,30,161,3
3825,127.5533333,121,0.094,3.71,0.325,1.61,0.03,25206,342049
3827,127.62,121,0.094,3.71,0.395,2.38473,0.04971,254,206
3828,127.6533333,121,0.094,3.71,10.325,2.3847,31,0.04971,1.61
3829,127.6866667,121,0.0984,3.69,0.325,2.38473,44,161,903
3830,127.72,121,0.093,3.69,0.325,2.38473,0.049714,161,3
3831,127.7533333,121,0.09301,3.69,0.325,2.38473,44,0.04971,1.61
3832,127.7866667,121,0.0934,3.69,0.325,2.384734,0.049711,161,0.03
3833,127.82,21,0.0934,3.69,0.325,2.384731,0.0497,1.61,0.03
3835,127.8866667,121,0.093,3.69,0.325,2.38473,0.0497,1.61,0.93
3837,127.9533333,121,55,3.69,0.395,2.3847,3.4,0.04971,161
3839,128.02,10,0.0834,3.69,0.395,2.38473,44,1.61,0.03
3840,128.0533333,121,0.093,3.69,0.395,2.38473,0.0497,161,0.03
3841,128.0866667,121,0.0934,3.69,0.325,2.3847,31,161,903
3843,128.1533333,121,0.0984,3.69,0.395,2.384734,0.049714,1.61,0.03
3844,128.1866667,121,0.099,3.69,0.325,2.384734,0.04971,1.61,0.03
3846,128.2533333,121,0.093,3.69,0.395,2.3847,34,161,3
3847,128.2866667,121,0.093,3.69,325,2.38473,41,0.04971,1.61
3848,128.32,121,0.0934,3.69,0.395,2.38473,0.0497,161,3
3849,128.3533333,121,0.099,3.69,0.325,2.3847,344,0.0497,14
3850,128.3866667,21,0.083,3.69,0.325,2.384731,0.049714,161,0.03
3851,128.42,21,0.093,3.69,395,2.3847,34,161,3
3852,128.4533333,210,0.0934,3.69,325,2.384734,0.0497,1.61,0.03
3853,128.4866667,121,0.093,3.69,0.395,2.38473,0.049714,161,903
3854,128.52,121,0.093,3.69,0.395,38473.45,0.0497,161,93
3855,128.5533333,121,0.0934,3.69,0.305,2.38473,0.049714,161,903
3856,128.5866667,121,0.093,3.69,0.325,2.3847,3.4,161,0.03
3857,128.62,121,0.0984,3.69,0.395,2.38473,0.0497,1.61,0.03
3858,128.6533333,210,0.093,3.69,0.395,2.38473,44,0.0497,141
3860,128.72,121,0.0934,3.68,0.395,0.0497,14,161,3
3861,128.7533333,1,0.0934,3.68,326,0.0497,14,161,0.03
3862,128.7866667,121,0.0934,3.68,0.326,161,3,254206,342049
3863,128.82,121,0.0934,3.68,326,2.38473,0.04971,161,903
3865,128.8866667,21,0.093,3.68,0.396,2.3847,3.44,0.04971,161
3866,128.92,121,0.0934,3.68,0.326,2.38473,41,0.049714,1.61
3867,128.9533333,121,0.0934,3.68,0.326,2.38473,0.049714,1.61,3
3868,128.9866667,121,0.093,3.68,0.326,2.38473,0.0497,250.206,342049
3869,129.02,121,0.0934,3.68,0.306,2.384734,0.04971,161,3
3871,129.0866667,121,0.093,3.68,0.326,2.38473,0.0497,161,3
3872,129.12,121,0.0934,3.68,0.326,161,3,251206,342049
3873,129.1533333,121,0.093,3.68,0.326,2.38473,0.0497,1.61,0.03
3874,129.1866667,121,0.0934,3.68,0.326,2.38473,0.049716,161,3
3875,129.22,21,0.093,3.68,324,161,903,254,206
3877,129.2866667,210,0,3.68,0.324,2.384744,0.049714,161,0.03
3878,129.32,121,0.098,3.68,0.324,1.61,0.93,25206,342049
3879,129.3533333,121,0.093,3.68,0.324,2.384744,0.0497,161,3
3880,129.3866667,121,0.0934,3.68,324,2.3847,40,161,3
3884,129.52,121,0.0934,3.68,0.324,2.38474,0.04971,161,3
3885,129.5533333,121,0.093,3.68,3240,0.04971,1.61,0.03,250
3886,129.5866667,121,0.093,3.68,0.354,2.38474,0.0497,164,1.61
3887,129.62,127,0.0934,3.68,0.394,0.04971,161,0.03,25
3890,129.72,121,0.093,3.71,0.327,1.61,0.03,25,206
3893,129.82,121,0.0934,3.71,0.397,7.38474,0.0497,161,3
3894,129.8533333,121,0.093,3.71,0.327,2.38474,0.0497,114,161
3895,129.8866667,1,0.0934,3.71,0.327,161,0.03,254206,342049
3896,129.92,121,0.093,3.71,0.397,2.38474,0.04971,161,903
3898,129.9866667,121,0.0934,3.71,0.327,0.04971,161,3,254
3899,130.02,121,0.093,3.71,0.327,2.3847,4.4,0.04971,161
3901,130.0866667,121,0.093,3.71,0.397,2.38474,0.04971,1.61,3
3902,130.12,1,0.0934,3.71,0.327,2.384744,0.04971,1.61,0.03
3904,130.1866667,121,0.0934,3.71,0.327,2.3847,40,161,3
3906,130.2533333,121,0.00401,3.69,324,161,3,254206,3420
3908,130.32,21,0.0944,3.69,0.324,2.384744,0.0497,144,161
3909,130.3533333,121,0.0944,3.69,0.394,2.38474,0.049714,161,0.03
3910,130.3866667,121,0.094,3.69,0.324,2.3847,4.4,0.04971,161
3911,130.42,121,0.094,3.69,324,0.04971,161,3,25206
3912,130.4533333,121,0.094,3.69,0.324,2.384,74,0.04971,1.61
3913,130.4866667,121,0.0944,3.69,0.324,0.049714,161,0.031,250206
3914,130.52,121,0.0944,3.69,0.394,2.38474,0.049714,1.61,0.03
3915,130.5533333,121,0.094,3.69,0.394,2.38474,0.04971,1.61,0.03
3917,130.62,121,0.094,3.69,10.324,2.3847444,0.0497,161,3
3918,130.6533333,121,0.094,3.69,324,38474,0.049714,1.61,0.03
3919,130.6883333,121,0.0944,3.69,0.394,2.38474,0.0497,161,903
3920,130.7216667,121,0.098,3.68,0.394,2.38474,0.0497,161,3
3921,130.755,121,0.093,3.68,0.396,2.384744,0.0497,252046,342049
3922,130.7883333,121,0.0834,3.68,0.396,2.384744,0.0497,161,0.03
3924,130.855,121,0.093,3.68,0.326,2.3847,4,0.0497,14
3925,130.8883333,121,0.093,3.68,0.326,161,3,254206,342049
3926,130.9216667,121,0.093,3.68,0.326,2.38474,0.049714,161,3
3927,130.955,21,0.093,3.68,0.326,2.38474,0.04971,41,1.61
3928,130.9883333,1,0.09341,3.68,0.306,2.38474,0.04971,161,0.03
3929,131.0216667,121,0.0934,3.68,0.396,0.0497,141,161,3
3930,131.055,121,0.093,3.68,0.326,0.04971,161,3,25
3931,131.0883333,121,0.093,3.68,0.326,2.38474,0.049716,161,3
3932,131.1216667,121,20,3.68,0.396,2.38474,0.0497,161,3
3933,131.155,121,0.0934,3.68,0.326,2.384749,0.0497,254206,342049
3934,131.1883333,21,0.093,3.68,0.396,2.38474,0.0497,161,3
3935,131.2216667,121,0.0934,3.68,0.326,2.3847,400,161,3
3936,131.255,121,0.0934,3.68,0.396,254206,3420849,2088710718,508
3937,131.2883333,121,0.093,3.68,0.396,2.384741,0.049714,161,0.03
3938,131.3216667,127,0.093,3.68,0.326,7.38474,0.04971,1.61,9.93
3939,131.355,21,0.0934,3.68,0.326,2.384744,0.0497,1.61,903
3940,131.3883333,121,0.0994,3.68,326,2.38474,0.04971,1.61,0.03
3941,131.4216667,121,0.0934,3.68,0.396,2.38474,0.04971,1.61,0.03
3943,131.4883333,121,0.0934,3.68,0.326,0.049711,161,903,254206
3944,131.5216667,121,0.0934,3.68,0.396,0.04971,161,0.03,254206
3945,131.555,121,0.093,3.68,0.326,738474,0.0497,14,161
3947,131.6216667,121,0.0934,3.68,0.326,2.38474,0.049714,1.61,0.93
3948,131.655,21,0.0934,3.68,0.396,0.04971,1.61,0.03,25
3949,131.6883333,121,0.093,3.68,0.396,2.38474,0.049714,1.61,0.03
3950,131.7216667,121,0.0934,3.68,0.396,0.0497,144,161,3
3951,131.755,121,0.0931,3.68,0.396,2.38474,0.049714,161,0.03
3953,131.8216667,10,0.0934,3.68,0.396,2.38474,0.0497,11,1.61
3954,131.855,121,0.0004,3.68,0.326,2.384744,0.0497,161,3
3955,131.8883333,121,0.093,3.68,0.396,0.0497,141,161,3
3956,131.9216667,121,0.093,3.68,0.326,2.3847,400,2541206,342049
3957,131.955,121,0.093,3.68,326,2.38474,0.0497,14,161
3958,131.9883333,121,0.093,3.68,0.326,0.04971,1.61,0.03,250
3959,132.0216667,121,0.093,3.68,326,2.38474,0.0497,250,206
3961,132.0883333,2,0.083,3.68,396,2.384744,0.049714,1.61,0.03
3962,132.1216667,121,0.093,3.68,0.396,161,3,254206,342049
3963,132.155,121,0.093,3.68,0.306,254206,342049,20227,10712
3964,132.1883333,121,0.0934,3.68,0.306,2.384744,0.04971,161,3
3981,132.755,121,0.0934,3.69,0.324,2.38474,0.049711,1.61,9.93
3983,132.8216667,121,0.0934,3.69,394,2.38474,0.04971,1.61,0.03
3984,132.855,121,0.093,3.69,0.394,2.38474,0.0497,161,993
3986,132.9216667,121,0.093,3.69,0.394,161,993,25,206
3988,132.9883333,121,0.0934,3.69,0.394,0.0497,144,161,3
3989,133.0216667,121,0.093,3.69,0.394,2.38474,0.0497,161,3
3990,133.055,121,0.083,3.69,0.394,2.3847449,0.0497,161,3
