Frame,Timestamp (s),Voltage (V),Current (A),Power (W),Power Factor (%),Total (kWh),Oneshot (kWh),Total ($),Oneshot ($)
501,16.70666667,120.9,0.094,3.72,0.305,86,2.3846,0.04959,161
502,16.74,120.9,0.094,3.72,0.325,2.38462,0.04959,161,903
503,16.77333333,120.9,0.0944,3.72,0.325,2.38462,0.049594,161,903
504,16.80666667,120.9,0.094,3.72,0.395,0.04959,161,903,254204
505,16.84,229,0.0944,3.72,0.325,2.38462,0.04959,1.61,0.03
506,16.87333333,120.9,0.094,3.72,0.395,2.384621,0.04959,161,903
507,16.90666667,120.9,0.094,3.72,0.395,2.38462,0.0495,1.61,0.03
508,16.94,120.9,0.094,3.72,0.325,86,2.38462,0.04959,161
509,16.97333333,120.9,0.094,3.72,0.395,2.38462,0.04959,161,3
511,17.04,120.9,0.094,3.72,0.325,2.38462,0.04959,161,3
512,17.07333333,120.8,0.094,3.68,0.395,2.38462,0.04959,1.61,0.03
513,17.10666667,120.8,0.093,3.68,0.326,161,903,254204,342047
514,17.14,120.8,0.0934,3.68,0.396,2.38462,0.04959,1.61,0.03
515,17.17333333,120.8,0.0934,3.68,0.326,0.04959,1.61,3,251.2
516,17.20666667,120.8,0.093,3.68,0.396,2.38462,0.04959,161,3
517,17.24,120.8,994,3.68,0.326,2.38462,0.04959,1.61,0.03
518,17.27333333,120.8,0.093,3.68,0.326,2.384624,0.04959,161,3
519,17.30666667,120.8,0.093,3.68,0.326,0.04959,161,3,25420
520,17.34,120.8,0.093,3.68,0.396,2.3846249,0.04959,1.61,3
521,17.37333333,120.8,0.093,3.68,0.396,2.38462,0.0495,161,0.03
522,17.40666667,120.8,0.093,3.68,0.396,86,2.3846,0.04959,161
523,17.44,208,0.093,3.68,0.396,2.38462,0.04959,161,3
524,17.47333333,120.8,0.093,3.68,0.356,0.04959,1.61,0.03,250204
525,17.50666667,120.8,0.0934,3.68,0.326,2.38462,0.04959,161,903
526,17.54,120.8,0.093,3.68,0.396,2.38462,0.0495,1.61,3
527,17.57333333,120.9,0.0934,3.68,0.326,2.384621,0.0495,1.61,3
528,17.60666667,120.9,0.093,3.68,395,0.04959,161,3,254
529,17.64,120.9,0.093,3.68,0.325,2.384624,0.04959,161,3
531,17.70666667,120.9,0.093,3.68,0.305,0.04959,1.61,0.03,25204
532,17.74,120.9,0.093,3.68,395,0.04959,1.61,903,25020
533,17.77333333,120.9,0.093,3.68,0.325,2.38462,0.04959,1.61,3
534,17.80666667,120.9,0.093,3.68,0.395,2.38462,0.04959,1.61,9093
535,17.84,120.9,0.0934,3.68,0.325,2.38462,0.04959,161,3
536,17.87333333,209,0.0934,3.68,0.395,2.38462,0.04959,1.61,0.03
537,17.90666667,120.9,0.093,3.68,0.325,2.38462,0.04959,161,3
538,17.94,120.9,0.093,3.68,0.395,2.38462,0.04959,161,3
539,17.97333333,120.9,0.0934,3.68,0.325,2.38462,0.04959,161,903
540,18.00666667,120.9,0.093,3.68,0.325,2.38462,0.04959,161,3
541,18.04,120.9,0.093,3.68,0.395,0.04959,1.61,903,254204
542,18.07333333,120.9,0.0934,3.68,0.395,2.3846,20,0.04959,161
545,18.175,120.9,0.093,3.68,0.325,0.04959,1.61,35,254
546,18.20833333,120.9,0.093,3.68,0.395,2.38462,0.04959,161,3
547,18.24166667,120.9,0.0934,3.68,0.395,2.38462,0.0495,9.1,161
548,18.275,120.9,0.093,3.68,0.395,2.38462,0.0495,1.61,3
549,18.30833333,120.9,0.093,3.68,0.395,2.38462,0.04959,161,3
550,18.34166667,120.9,0.093,3.68,0.395,2.38462,0.04959,161,3
551,18.375,120.9,0.093,3.68,0.305,0.04959,161,903,25204
552,18.40833333,120.9,0.0934,3.68,0.325,384624,0.04959,161,3
553,18.44166667,120.9,0.093,3.68,0.395,0.04959,1.61,3,251420
554,18.475,120.9,0.093,3.68,0.395,86,2.3846,20,0.04959
555,18.50833333,120.9,0.0934,3.68,0.395,38462,0.04959,1.61,3
556,18.54166667,120.9,0.0934,3.68,395,161,3,254,204
558,18.60833333,120.9,0.094,3.68,0.324,0.04959,161,3,251
559,18.64166667,120.9,0.094,3.68,0.304,2.38462,0.04959,161,0.03
560,18.675,120.9,0.094,3.68,0.394,0.04959,161,3,251204
561,18.70833333,20.9,0.084,3.68,0.324,2.38462,0.04959,161,903
562,18.74166667,120.9,0.094,3.68,324,2.38462,0.04959,1.61,3
564,18.80833333,120.9,0.094,3.68,324,0.04959,161,34,2047
565,18.84166667,120.9,0.094,3.68,0.324,161,3,254204,3420447
567,18.90833333,120.9,0.094,3.68,0.324,2.38462,0.04959,161,3
568,18.94166667,120.5,0,3.68,0.394,2.38462,0.04959,1.61,0.03
569,18.975,120.9,0.0944,3.68,0.324,0.04959,1.61,0.03,254204
570,19.00833333,120.9,0.094,3.68,0.304,0.04959,1.61,0.03,250204
571,19.04166667,120.9,0.094,3.68,0.324,2.38462,0.04959,161,0.03
573,19.10833333,120.9,0.093,3.7,0.396,2.38462,0.04959,1.61,0.03
574,19.14166667,20.9,0.0934,3.7,0.326,2.384624,0.04959,161,3
575,19.175,120.9,0.093,3.7,0.336,0.04959,1.61,0.03,25204
576,19.20833333,120.9,0.0934,3.7,0.326,7.38462,0.04959,1.61,0.03
577,19.24166667,120.9,0.0934,3.7,0.306,2.38462,0.04959,1.61,0.03
578,19.275,120.9,0.093,3.7,0.326,2.38462,0.04959,161,3
579,19.30833333,120.9,0.093,3.7,326,2.38462,0.04959,34208,47
580,19.34166667,120.9,0.093,3.7,0.326,1.61,0.03,251,204
581,19.375,120.9,0.093,3.7,0.306,38462,0.04959,1.61,0.93
582,19.40833333,120.9,0.093,3.7,396,0.04959,161,3,254
583,19.44166667,120.9,0.0934,3.7,0.396,2.38462,0.04959,1.61,0.03
584,19.475,120.9,0.0934,3.7,0.396,2.38462,0.049594,161,3
585,19.50833333,120.9,0.093,3.7,0.326,0.04959,1.61,3,25204
586,19.54166667,120.9,0.0934,3.7,0.326,2.38462,0.04959,161,3
588,19.60833333,20,0.094,3.7,0.326,2.384621,0.04959,161,3
589,19.64166667,121,0.0944,3.7,0.393,2.38462,0.04959,161,3
590,19.675,121,0.094,3.7,0.393,2.38462,0.04959,1.61,3
591,19.70833333,121,0.094,3.7,0.323,2.38462,0.04959,161,3
592,19.74166667,121,0.094,3.7,0.303,2.38462,0.04959,1.61,25204
593,19.775,121,0.094,3.7,0.323,2.384621,0.04959,161,3
594,19.80833333,25,0.084,3.7,0.393,0.04959,161,903,250
595,19.84166667,10,0.094,3.7,0.323,2.38462,0.04959,1.61,0.03
596,19.875,121,0.0944,3.7,0.323,2.384621,0.04959,161,3
597,19.90833333,121,0.094,3.7,0.303,7.38462,0.04959,161,0.03
598,19.94166667,124,0.094,3.7,0.393,0.04959,161,3,251
599,19.975,121,0.094,3.7,0.323,2.38462,0.0495,9.1,1.61
600,20.00833333,121,0,3.7,0.323,2.3846,21,0.04959,161
601,20.04166667,210,0.0944,3.7,0.323,0.04959,1.61,3,254
602,20.075,124,0.094,3.7,0.393,2.38462,0.04959,161,3
603,20.10833333,121,0.093,3.68,0.393,2.38462,0.0495,1.61,3
604,20.14166667,121,0.093,3.68,0.394,2.3846,25,0.04959,161
605,20.175,121,0.0934,3.68,0.394,2.38463,0.0496,161,3
606,20.20833333,121,0.093,3.68,0.304,0.0496,161,903,250
608,20.275,121,0.093,3.68,0.304,2.38463,0.0496,1.61,3
609,20.30833333,121,0.093,3.68,304,2.38463,0.0496,161,3
610,20.34166667,121,0.093,3.68,0.324,0.0496,161,3,25120
611,20.375,124,0.093,3.68,324,2.38463,0.0496,161,0.03
612,20.40833333,121,0.093,3.68,0.324,2.38463,0.0496,161,3
613,20.44166667,121,0.093,3.68,394,23846344,0.0496,161,3
614,20.475,121,0.093,3.68,0.324,2.38463,0.0496,161,903
615,20.50833333,121,0.0934,3.68,0.394,0.0496,161,3,250205
616,20.54166667,121,0.093,3.68,0.394,2.38463,0.0496,161,3
617,20.575,121,0.093,3.68,0.324,2.38463,0.0496,161,903
618,20.60833333,121,0.093,3.68,0.394,2.38463,0.0496,161,903
619,20.64166667,121,0.093,3.68,0.394,2.38463,0.0496,161,3
620,20.675,121,0.093,3.68,0.324,2.38463,0.0496,161,3
621,20.70833333,121,0.0934,3.68,0.324,2.38463,0.0496,161,0.03
622,20.74166667,121,0.093,3.68,0.324,0.0496,161,3,25120
623,20.775,121,0.09341,3.68,0.394,2.38463,0.0496,161,0.03
624,20.80833333,121,0.0934,3.68,0.394,2.384631,0.0496,161,3
625,20.84166667,21,0.093,3.68,0.394,2.38463,44,0.0496,1.61
626,20.875,121,0.093,3.68,0.394,0.0496,1.61,0.03,25020
627,20.90833333,121,0.093,3.68,0.354,2.38463,0.0496,161,3
628,20.94166667,121,0.0934,3.68,0.324,2.38463,0.0496,1.61,0.03
629,20.975,121,0.0934,3.68,0.324,0.0496,161,0.03,252205
630,21.00833333,121,0.0934,3.68,0.394,738463,0.0496,161,3
631,21.04166667,121,0.093,3.68,0.304,2.38463,0.0496,161,3
635,21.175,121,0.0934,3.7,0.396,2.38463,0.0496,161,903
636,21.20833333,21,0.0934,3.7,0.396,2.38463,0.0496,161,3
637,21.24166667,21,0.0934,3.7,0.396,0.0496,161,0.03,2542045
640,21.34166667,121,0.0934,3.7,0.326,2.38463,0.0496,161,3
641,21.375,121,0.0934,3.7,0.306,2.38463,0.0496,161,3
642,21.40833333,121,0.093,3.7,0.396,2.38463,0.0496,1.61,3
643,21.44166667,121,0.093,3.7,0.396,2.3846,3.44,0.0496,161
644,21.475,121,0.0934,3.7,0.396,0.0496,161,3,254
645,21.50833333,121,0.093,3.7,0.396,0.0496,1.61,0.03,25205
647,21.575,121,0.093,3.68,0.326,0.0496,161,3,254205
648,21.60833333,121,0.093,3.68,0.306,2.38463,0.0496,161,3
649,21.64166667,121,0.0934,3.68,0.396,2.38463,0.0496,161,903
650,21.675,121,0.093,3.68,0.326,2.38463,14,0.0496,161
651,21.70833333,121,0.093,3.68,0.326,2.384631,0.0496,1.61,3
652,21.74166667,10,0.093,3.68,0.396,2.38463,0.0496,161,3
653,21.775,121,0.093,3.68,0.326,2.38463,0.0496,1611,0.03
654,21.80833333,121,0.0934,3.68,0.306,0.0496,1.61,3,254208
655,21.84166667,121,0.093,3.68,0.326,2.38463,0.049601,161,3
656,21.875,121,0.093,3.68,0.396,0.0496,161,0.03,254205
657,21.90833333,121,0.093,3.68,0.356,2.38463,0.0496,1.61,3
658,21.94166667,121,0.093,3.68,0.396,2.38463,0.0496,1.61,3
659,21.975,121,0.0934,3.68,0.396,2.38463,0.0496,161,3
660,22.00833333,121,0.093,3.68,0.396,2.38463,0.0496,161,3
661,22.04166667,121,0.0934,3.68,0.396,2.38463,0.0496,161,903
663,22.10833333,121,0.084,3.73,0.396,2.384631,0.0496,1.61,3
664,22.14333333,21,0.094,3.73,0.396,2.38463,0.0496,161,3
666,22.21,121,0.094,3.73,0.396,2.38463,0.0496,1.61,3
667,22.24333333,121,0.094,3.73,0.326,2.384631,0.0496,161,0.03
668,22.27666667,121,0.094,3.73,0.396,2.38463,0.0496,161,3
669,22.31,121,0.094,3.73,0.396,2.38463,0.0496,1.61,3
670,22.34333333,121,0.094,3.73,0.326,0.0496,1611,93,2520
671,22.37666667,171,0,3.73,0.396,2.38463,0.0496,161,3
672,22.41,121,0.094,3.73,0.326,2.38463,0.0496,161,3
673,22.44333333,121,0.094,3.73,0.396,2.38463,0.0496,1.61,3
674,22.47666667,121,0.094,3.73,0.396,0.0496,161,3,251
675,22.51,121,0.084,3.73,0.326,738463,0.0496,1.61,903
676,22.54333333,121,0.094,3.73,0.326,2.38463,0.0496,161,3
678,22.61,121,0.094,3.68,0.393,2.38463,0.0496,161,3
679,22.64333333,121,0.094,3.68,0.393,2.384631,0.0496,1.61,0.03
680,22.67666667,121,0.0944,3.68,0.323,2.384631,0.0496,161,3
681,22.71,121,0.094,3.68,0.393,2.38463,0.0496,161,3
683,22.77666667,121,0.094,3.68,0.393,2.38463,0.0496,161,903
684,22.81,121,0.094,3.68,0.393,0.0496,161,0.03,251205
685,22.84333333,121,0.0944,3.68,0.393,2.38463,0.0496,161,3
687,22.91,121,0.0944,3.68,0.393,2.38463,0.0496,161,3
688,22.94333333,121,0.094,3.68,0.303,2.384635,0.0496,1.61,0.03
689,22.97666667,131,0.094,3.68,0.393,7.38463,0.0496,161,3
690,23.01,21,0.0944,3.68,0.395,0.0496,1.61,0.03,254205
691,23.04333333,131,0.0944,3.68,0.393,2.38463,0.0496,161,3
692,23.07666667,121,0.094,3.68,0.393,2.38463,0.0496,161,903
693,23.11,121,0.09341,3.68,0.304,2.38463,0.0496,161,3
694,23.14333333,121,0.0934,3.68,0.394,738463,0.0496,284205,34204
695,23.17666667,121,0.093,3.68,0.394,2.384634,0.0496,161,3
697,23.24333333,121,0.0934,3.68,0.394,2.38463,0.0496,1.61,3
699,23.31,121,0.0934,3.68,0.324,2.38463,0.0496,161,903
700,23.34333333,121,0.093,3.68,0.394,161,3,254205,3620448
701,23.37666667,121,0.098,3.68,0.324,738463,0.0496,161,903
702,23.41,121,0.093,3.68,0.394,2.384634,0.0496,161,3
703,23.44333333,121,0.093,3.68,0.324,2.38463,0.0496,161,3
704,23.47666667,121,0.093,3.68,0.394,0.0496,161,3,254205
705,23.51,121,0.0934,3.68,0.324,2.38463,0.0496,161,3
706,23.54333333,121,0.0934,3.68,0.394,2.384631,0.0496,1.61,3
707,23.57666667,121,0.093,3.68,0.394,2.38463,0.0496,161,3
708,23.61,121,0.0944,3.68,0.954,2.38463,0.0496,161,0.03
709,23.64333333,121,0.094,3.68,394,2.38463,0.0496,1.61,0.03
710,23.67666667,121,0.0944,3.68,0.324,2.38463,0.0496,1.61,3
711,23.71,121,0.0944,3.68,0.324,2.38463,0.0496,1.61,3
712,23.74333333,121,0.09441,3.68,304,2.38463,0.0496,161,3
713,23.77666667,121,0.0944,3.68,0.394,2.38463,0.0496,1.61,9093
714,23.81,121,0.0944,3.68,324,2.38463,0.0496,161,3
715,23.84333333,121,0.094,3.68,0.394,2.38463,0.0496,161,3
716,23.87666667,121,0.094,3.68,0.394,0.0496,161,3,25
717,23.91,121,0.094,3.68,0.394,2.38463,0.0496,161,0.03
718,23.94333333,121,0.084,3.68,0.324,2.38463,0.0496,1.61,0.03
719,23.97666667,121,0.094,3.68,904,0.0496,161,0.03,251205
720,24.01,121,0.094,3.68,0.394,86,738463,0.0496,61
721,24.04333333,21,0.084,3.68,0.324,2.38463,0.0496,1.61,0.03
723,24.11,20,0.094,3.68,0.393,161,3,254205,3420
724,24.14333333,120.9,0.094,3.68,0.393,2.38463,0.0496,161,0.03
726,24.21,120.9,0.09441,3.68,0.323,2.38463,0.0496,161,3
727,24.24333333,120.9,0.094,3.68,0.393,2.3846,31,0.0496,161
728,24.27666667,209,0.09844,3.68,0.323,0.0496,161,3,254205
729,24.31,120.9,0.094,3.68,0.395,2.38463,0.0496,161,0.03
730,24.34333333,120.9,0.0944,3.68,0.323,1.61,0.03,254205,342048
731,24.37666667,120.9,0.094,3.68,0.393,0.0496,161,0.03,251
732,24.41,120.9,0.094,3.68,0.393,2.38463,0.0496,161,3
733,24.44333333,120.9,0.094,3.68,0.393,2.38463,44,0.0496,1.61
734,24.47666667,120.9,0.094,3.68,0.395,0.0496,161,3,254
735,24.51,5120.9,84,3.68,0.393,2.38463,0.0496,1.61,0.03
736,24.54333333,20.9,0.0844,3.68,0.323,1.61,3,2511205,342048
737,24.57666667,120.9,0.094,3.68,0.323,0.0496,161,3,254205
738,24.61,120.9,0.094,3.68,0.393,2.38463,0.0496,1.61,3
739,24.64333333,120.99,0.0949,3.68,0.393,2.384631,0.0496,161,3
740,24.67666667,120.9,0.094,3.68,0.393,2.384634,0.0496,1.61,3
741,24.71,120.9,0.094,3.68,0.303,0.0496,1.61,903,25
742,24.74333333,120.9,0.094,3.68,0.393,0.0496,1.61,903,254
743,24.77666667,120.9,0.0944,3.68,0.323,2.38463,0.0496,161,3
744,24.81,120.9,0.0944,3.68,0.393,38463.9,0.0496,161,3
745,24.84333333,120.9,0.0944,3.68,0.303,0.0496,161,3,250.205
746,24.87666667,120.8,0.0944,3.68,0.393,2.38463,0.0496,161,3
747,24.91,120.9,0.084,3.68,0.323,2.384634,0.0496,161,3
748,24.94333333,120.9,0.094,3.68,0.393,2.38463,0.0496,1.61,3
750,25.01,120.9,0.094,3.68,10.3093,2.384631,0.0496,1.61,0.03
751,25.04333333,120.9,0.0944,3.68,0.393,2.38463,0.0496,161,3
752,25.07666667,120.9,0.094,3.68,0.393,0.0496,161,3,25205
768,25.61,120.9,0.0954,3.68,0.324,2.384634,0.0496,1.61,3
771,25.71,121,0.093,3.68,0.324,2.38463,0.0496,1.61,0.03
772,25.74333333,121,0.0984,3.68,0.324,2.38463,0.0496,161,3
773,25.77666667,121,0.093,3.68,0.324,2.384634,0.0496,161,3
774,25.81,21,0.0934,3.68,0.394,2.38463,0.0496,1.61,3
776,25.87666667,121,0.0934,3.68,0.394,2.38463,0.0496,1.61,0.03
777,25.91,121,0.0934,3.68,0.394,0.0496,161,3,25420
779,25.97666667,121,0.0934,3.68,0.394,2.38463,0.0496,161,0.03
780,26.01,121,0.093,3.68,0.324,2.38463,0.0496,161,3
781,26.04333333,121,0.0934,3.68,304,2.38463,0.0496,161,0.03
782,26.07666667,121,0.093,3.68,0.394,2.38463,0.0496,161,9093
783,26.11,121,0.093,3.68,0.394,0.0496,1.61,3,254205
785,26.17833333,121,0.0944,3.68,0.324,66,2.38463,0.0496,1.61
786,26.21166667,121,0.004,3.68,0.394,7384630,0.0496,1.61,0.03
787,26.245,121,0.094,3.68,0.394,2.38463,0.0496,161,903
788,26.27833333,121,0.094,3.68,0.394,2.38463,0.0496,161,3
789,26.31166667,121,0.0944,3.68,0.394,0.0496,161,903,254
790,26.345,121,0.0944,3.68,0.324,0.0496,161,903,25205
791,26.37833333,121,0.0844,3.68,0.324,2.38463,0.0496,1.61,0.03
792,26.41166667,121,0.0944,3.68,0.394,86,2.384634,0.0496,161
793,26.445,200,0.04,3.68,0.324,1.61,0.03,342048,2082710718
794,26.47833333,121,0.0944,3.68,0.324,0.0496,161,254,205
795,26.51166667,121,0.0944,3.68,0.324,0.0496,161,3,25420
797,26.57833333,21,0.084,3.68,0.394,2.38463,0.0496,1.61,3
798,26.61166667,121,0.094,3.68,0.304,2.38463,0.0496,1.61,0.03
799,26.645,21,0.093,3.68,0.304,2.38463,0.0496,161,3
800,26.67833333,121,0.09341,3.68,0.324,23846300,0.0496,1.61,0.03
801,26.71166667,121,0.0934,3.68,0.324,2.38463,0.04961,161,3
802,26.745,121,0.0934,3.68,0.394,2.38463,0.0496,1.61,31
803,26.77833333,121,0.093,3.68,0.324,161,3,251,205
804,26.81166667,121,0.0934,3.68,324,1.61,0.03,254,205
805,26.845,121,0.0934,3.68,0.394,2.38463,0.04961,25.205,342048
806,26.87833333,121,0.0934,3.68,0.324,2.38463,0.0496,161,903
808,26.945,121,0.0934,3.68,0.394,2.384631,0.04961,161,0.03
809,26.97833333,121,0.0934,3.68,0.304,2.38463,0.0496,161,3
810,27.01166667,121,0.099,3.68,0.394,2.38463,0.0496,1.61,3
811,27.045,121,0.099,3.68,394,2.38463,0.0496,161,0.03
812,27.07833333,210,0.09341,3.68,0.394,2.38463,0.0496,1.61,0.03
813,27.11166667,121,0.093,3.68,0.394,2.38463,0.04961,161,903
814,27.145,121,0.0934,3.68,0.395,2.38463,0.04961,1.61,0.03
815,27.17833333,121,0.0934,3.68,0.395,2.38463,0.0496,161,3
816,27.21166667,121,0.093,3.68,0.395,0.04961,161,35,254
817,27.245,121,0.0934,3.68,0.395,2.38463,0.04961,161,3
818,27.27833333,121,0.098,3.68,0.325,2.38463,0.0496,161,3
819,27.31166667,121,0.0934,3.68,305,2.38463,0.0496,1.61,3
820,27.345,121,0.0934,3.68,0.325,2.38463,0.04961,161,3
821,27.37833333,121,0.0934,3.68,0.395,2.38463,0.04961,1.61,0.03
822,27.41166667,121,0.0934,3.68,0.395,2.38463,0.0496,1.61,0.03
823,27.445,121,0.0934,3.68,325,161,3,25205,342048
825,27.51166667,121,0.0934,3.68,0.395,1.61,3,25205,3420848
827,27.57833333,121,0.0934,3.68,0.395,2.38463,0.0496,161,3
828,27.61166667,121,0.093,3.68,0.325,161,0.03,342048,2082710712
829,27.645,121,0.0884,3.73,395,161,3,254205,3420
830,27.67833333,121,0.094,3.73,0.398,161,3,28,205
832,27.745,121,0.0944,3.73,0.308,2.38463,0.0496,161,3
834,27.81166667,121,0.0944,3.73,0.328,384634,0.04961,1.61,0.03
835,27.845,121,0.0944,3.73,0.398,7.38463,0.049615,161,0.03
836,27.87833333,121,0.094,3.73,0.398,2.38463,0.0496,1.61,3
837,27.91166667,121,0.0944,3.73,0.328,2.384634,0.0496,1.61,3
838,27.945,210,0.094,3.73,0.308,2.38463,0.04961,1.61,0.03
839,27.97833333,12101,0.004,3.73,0.328,161,3,284205,342048
840,28.01166667,121,0.094,3.73,0.398,2.38463,0.04961,161,0.03
841,28.045,121,0.0944,3.73,0.399,0.04961,161,903,250206
842,28.07833333,10,0.0944,3.73,0.395,2.38463,0.04961,1.61,3
843,28.11166667,121,0.0944,3.73,0.305,738463,0.0496,1.61,903
844,28.145,21,0.098,3.68,0.328,2.38463,0.04961,161,3
846,28.21166667,121,0.093,3.68,0.324,7384630,0.04961,161,3
847,28.245,121,0.093,3.68,0.324,2.38463,0.04961,1.61,3
848,28.27833333,121,0.093,3.68,0.394,2.38463,0.0496,161,3
849,28.31166667,121,0.093,3.68,0.324,2.38463,0.0496,161,3
850,28.345,121,0.0994,3.68,0.324,2.38463,0.04961,1.61,0.03
851,28.37833333,21,0.093,3.68,0.394,1.61,3,254205,3420848
852,28.41166667,121,0.093,3.68,0.394,2.38463,0.0496,1.61,3
853,28.445,121,0.0934,3.68,0.394,2.38463,0.04961,2511205,342048
854,28.47833333,121,0.093,3.68,0.324,86,2.38463,0.04961,161
855,28.51166667,121,0.0934,3.68,0.324,2.38463,0.0496,2511205,342048
856,28.545,121,0.0934,3.68,0.394,2.38463,0.04961,161,3
857,28.57833333,121,0.093,3.68,0.394,2.38463,0.0496,161,31
858,28.61166667,121,0.0934,3.68,0.304,2.3846,31,1.61,0.03
859,28.645,121,0.0934,3.68,0.395,2.38463,0.04961,1.61,3
860,28.67833333,121,0.0934,3.68,0.395,2.38463,0.0496,16,1.61
861,28.71166667,21,0.0934,3.68,0.395,2.38463,0.04961,161,0.03
863,28.77833333,121,0.0934,3.68,0.325,2.38463,0.04961,161,3
864,28.81166667,121,0.093,3.68,0.325,2.38463,0.0496,254205,3420448
865,28.845,121,0.0934,3.68,0.395,2.38463,0.0496,161,903
866,28.87833333,121,0.09341,3.68,9.395,2.38463,0.0496,161,3
868,28.945,121,0.0934,3.68,0.395,2.38463,0.0496,161,3
869,28.97833333,121,93,3.68,0.395,90,2.38463,161,3
870,29.01166667,121,0.0934,3.68,0.395,0.04961,161,903,250205
871,29.045,121,0.0934,3.68,0.325,2.38463,0.049611,1.61,3
872,29.07833333,121,0.093,3.68,0.395,2.38463,0.0496,161,3
873,29.11166667,121,0.093,3.68,0.325,0.04961,161,0.03,254.205
874,29.145,121,0.09341,3.68,0.304,738463,0.04961,1.61,0.03
877,29.245,121,0.093,3.68,0.394,2.38463,0.0496,1.61,3
878,29.27833333,121,0.0934,3.68,0.324,2.38463,0.04961,161,3
879,29.31166667,121,0.093,3.68,0.324,238463,0.04961,161,3
880,29.345,21,0.0934,3.68,0.394,1.61,0.03,254,2085
881,29.37833333,121,0.0934,3.68,0.394,2.38463,0.0496,1.61,0.03
882,29.41166667,121,0.0934,3.68,0.324,161,3,254205,3420048
883,29.445,121,0.093,3.68,0.394,2.38463,0.0496,1.61,0.03
884,29.47833333,121,0.0934,3.68,0.394,2.38463,0.04961,161,3
885,29.51166667,121,0.0934,3.68,0.394,238463,0.04961,1.61,3
886,29.545,121,0.0934,3.68,324,2.38463,0.0496,161,3
887,29.57833333,121,0.0934,3.68,0.394,2.38463,44,161,3
888,29.61166667,121,0.093,3.68,0.394,2.38463,0.0496,1.61,3
889,29.645,121,0.0934,3.68,0.394,2.38463,44,161,3
890,29.67833333,10,0.0934,3.68,0.324,2.384635,0.04961,161,993
891,29.71166667,121,0.099,3.68,0.394,2.38463,0.0496,161,3
893,29.77833333,121,0.0934,3.68,0.394,38463,0.0496,161,993
896,29.87833333,121,0.093,3.68,394,2.38463,0.0496,161,993
897,29.91166667,121,0.0934,3.68,0.324,2.38463,0.0496,161,3
898,29.945,121,0.0934,3.68,0.394,2.38463,0.0496,1.61,3
899,29.97833333,121,0.093,3.68,0.394,2.3846315,0.0496,161,3
900,30.01166667,121,0.0934,3.68,0.394,60,2.38463,161,3
901,30.045,121,0.0994,3.68,0.324,2.384634,0.0496,1.61,3
902,30.07833333,121,0.093,3.68,0.394,7384630,0.04961,161,3
903,30.11166667,121,0.093,3.68,10.394,2.38463,0.04961,161,3
904,30.145,121,0.093,3.68,0.394,2.38463,0.04961,1.61,3
905,30.18,121,0.0934,3.68,0.304,738463,0.0496,161,3
906,30.21333333,121,0.093,3.68,0.324,2.38463,0.04961,161,3
907,30.24666667,121,0.0934,3.68,0.324,2.38463,0.0496,1.61,0.03
908,30.28,21,0.0934,3.68,0.324,161,903,25205,3420
909,30.31333333,121,0.0934,3.68,0.324,1.61,3,251205,342048
910,30.34666667,121,0.093,3.68,0.394,2.38463,0.04961,1.61,3
911,30.38,121,0.0934,3.68,0.304,2.38463,0.0496,161,3
912,30.41333333,121,0.099,3.68,0.324,2.38463,0.0496,161,0.03
913,30.44666667,121,0.093,3.68,0.324,2.384634,0.0496,161,3
914,30.48,121,0.003,3.68,0.324,2.38463,0.04961,161,3
915,30.51333333,21,0.093,3.68,0.324,0.04961,161,903,25.205
916,30.54666667,121,0.0934,3.68,0.324,2.38463,0.0496,1.61,0.03
917,30.58,121,0.093,3.68,0.324,2.384631,0.0496,161,3
918,30.61333333,121,0.0934,3.68,0.324,0.0496,161,0.03,2520
920,30.68,121,0.094,3.69,0.324,2.38463,0.04961,161,3
921,30.71333333,121,0.0944,3.69,0.394,2.38463,0.04961,1.61,0.03
922,30.74666667,21,0.094,3.69,0.324,2.38463,0.0496,161,3
923,30.78,210,0.094,3.69,0.324,2.38463,0.04961,2542085,342048
924,30.81333333,121,0.0944,3.69,0.304,2.38463,0.0496,1.61,9.93
926,30.88,121,0.0944,3.69,0.324,2.38463,0.04961,1.61,3
927,30.91333333,21,0.0944,3.69,0.324,2.384634,0.0496,1.61,0.03
929,30.98,121,0.0944,3.69,0.394,2.38463,0.04961,161,3
930,31.01333333,121,0.0944,3.69,0.324,2.38463,0.04961,161,3
932,31.08,121,0.0944,3.69,0.394,2.3846,3.4,161,3
933,31.11333333,121,0.094,3.69,0.304,2.384634,0.0496,161,3
935,31.18,121,0.0944,3.7,0.325,2.38463,0.0496,1.61,0.03
936,31.21333333,121,0.0944,3.7,0.395,2.38463,15,161,3
938,31.28,21,0.094,3.7,0.395,7.384634,0.04961,251205,34208
940,31.34666667,121,0.094,3.7,0.325,2.38463,0.0496,254205,342048
941,31.38,121,0.094,3.7,0.395,0.04961,161,903,254205
943,31.44666667,121,0.094,3.7,0.325,2.38463,0.04961,161,903
944,31.48,121,0.094,3.7,0.395,2.38463,0.0496,161,0.03
945,31.51333333,21,0.084,3.7,0.395,2.38463,0.0496,1.61,3
946,31.54666667,21,0.0844,3.7,0.325,2.384634,0.0496,161,3
947,31.58,121,0.094,3.7,0.325,2.38463,0.04961,1.61,0.03
948,31.61333333,121,0.0944,3.7,0.395,2.38463,0.0496,161,3
